Timestamp,Normalized X,Normalized Y,On Screen,Awake,Blinking,Blinks,Score
1700401632.888046,738.4615384615385,-1440.0,False,False,True,1,99
1700401633.088535,6498.461538461538,-1080.0,False,False,True,1,98
1700401633.28619,738.4615384615385,360.0,True,False,True,1,99
1700401633.489901,3987.6923076923076,-720.0,False,False,True,1,98
1700401633.695379,738.4615384615385,1440.0,False,False,True,1,97
1700401633.890496,-2806.153846153846,360.0,False,False,True,1,96
1700401634.0885398,1624.6153846153845,-0.0,True,False,True,1,97
1700401634.291928,-1476.923076923077,-360.0,True,False,True,1,98
1700401634.4838662,-3396.923076923077,720.0,False,False,True,1,97
1700401634.689354,-2067.6923076923076,-1080.0,False,False,True,1,96
1700401634.889555,147.69230769230768,-360.0,True,False,True,1,97
1700401635.092288,-738.4615384615385,-2160.0,False,False,True,1,96
1700401635.287861,-1624.6153846153845,1440.0,False,False,True,1,95
1700401635.488887,-1920.0,1440.0,False,False,True,1,94
1700401635.696018,-147.69230769230768,-4320.0,False,False,True,1,93
1700401635.904674,-1476.923076923077,-1440.0,False,False,True,1,92
1700401636.098221,-2953.846153846154,-1080.0,False,False,True,1,91
1700401636.292984,-295.38461538461536,-1080.0,True,False,True,1,92
1700401636.487794,-2510.769230769231,-1800.0,False,False,True,1,91
1700401636.688915,-2067.6923076923076,-720.0,False,False,True,1,90
1700401636.890743,-2658.4615384615386,-1440.0,False,False,True,1,89
1700401637.085662,1181.5384615384614,720.0,True,False,True,1,90
1700401637.289032,-443.0769230769231,360.0,True,False,True,1,91
1700401637.457145,443.0769230769231,-720.0,True,False,True,1,92
1700401637.6580532,147.69230769230768,-720.0,True,False,True,1,93
1700401637.85866,-1476.923076923077,-2520.0,False,False,True,1,92
1700401638.0634282,-2215.3846153846152,-0.0,False,False,True,1,91
1700401638.258472,-2510.769230769231,360.0,False,False,True,1,90
1700401638.454449,295.38461538461536,-360.0,True,False,True,1,91
1700401638.6621969,1329.2307692307693,-0.0,True,False,True,1,92
1700401638.859114,3544.6153846153848,-360.0,False,False,True,0,91
1700401639.058967,-3544.6153846153848,-2880.0,False,False,True,0,90
1700401639.261179,-738.4615384615385,-1800.0,False,False,True,0,89
1700401639.462788,-3101.5384615384614,-3240.0,False,False,True,0,88
1700401639.656717,-2806.153846153846,-2520.0,False,False,True,0,87
1700401639.858369,-2953.846153846154,-2160.0,False,False,True,0,86
1700401640.062953,-2806.153846153846,-1080.0,False,False,True,0,85
1700401640.26438,-2806.153846153846,-1080.0,False,False,True,0,84
1700401640.4614809,-590.7692307692307,360.0,True,False,True,0,85
1700401640.6573162,-147.69230769230768,2160.0,False,False,True,0,84
1700401640.8676832,5169.2307692307695,-1080.0,False,False,True,0,83
1700401641.064883,3101.5384615384614,-2160.0,False,False,True,0,82
1700401642.3589,-1772.3076923076924,720.0,True,False,True,0,83
1700401642.561989,-3987.6923076923076,3960.0,False,False,True,0,82
1700401642.963253,-3396.923076923077,-2160.0,False,False,True,0,81
1700401643.163709,-2806.153846153846,-720.0,False,False,True,0,80
1700401643.357398,-1920.0,1080.0,True,False,True,0,81
1700401643.559136,-1920.0,1080.0,True,False,True,0,82
1700401643.7605388,-590.7692307692307,360.0,True,False,True,0,83
1700401643.964455,-2510.769230769231,-2160.0,False,False,True,0,82
1700401644.1589499,-1476.923076923077,-360.0,True,False,True,0,83
1700401644.3564532,-2510.769230769231,-1080.0,False,False,True,0,82
1700401644.556545,-2510.769230769231,-720.0,False,False,True,0,81
1700401644.761506,-3249.230769230769,-1440.0,False,False,True,0,80
1700401644.95921,-3101.5384615384614,-1080.0,False,False,True,0,79
1700401645.16011,-3396.923076923077,-2880.0,False,False,True,0,78
1700401645.363497,-295.38461538461536,-720.0,True,False,True,0,79
1700401645.558156,-3544.6153846153848,-720.0,False,False,True,0,78
1700401645.76248,-3396.923076923077,-2160.0,False,False,True,0,77
1700401646.9288828,5021.538461538462,-720.0,False,False,True,0,76
1700401647.133611,886.1538461538462,-720.0,True,False,True,0,77
1700401647.326834,886.1538461538462,1440.0,False,False,True,0,76
1700401647.527215,-1624.6153846153845,4320.0,False,False,True,0,75
1700401647.729766,-3987.6923076923076,3600.0,False,False,True,0,74
1700401647.929693,2067.6923076923076,1800.0,False,False,True,0,73
1700401648.126107,443.0769230769231,-360.0,True,False,True,0,74
1700401648.3306618,2215.3846153846152,2520.0,False,False,True,0,73
1700401648.530261,1033.8461538461538,1080.0,True,False,True,0,74
1700401648.729588,-1033.8461538461538,-2160.0,False,False,True,0,73
1700401648.928016,-1920.0,-2160.0,False,False,True,0,72
1700401649.127425,1772.3076923076924,-1080.0,True,False,True,0,73
1700401649.3268008,1476.923076923077,360.0,True,False,True,0,74
1700401649.531442,-2953.846153846154,-2520.0,False,False,True,0,73
1700401649.730581,-886.1538461538462,-5040.0,False,False,True,0,72
1700401649.9312818,-1181.5384615384614,1800.0,False,False,True,0,71
1700401650.1273248,-147.69230769230768,-720.0,True,False,True,0,72
1700401650.332293,-147.69230769230768,720.0,True,False,True,0,73
1700401650.5261939,147.69230769230768,1800.0,False,False,True,0,72
1700401650.695992,-738.4615384615385,2520.0,False,False,True,0,71
1700401650.899088,443.0769230769231,720.0,True,False,True,0,72
1700401651.100647,3840.0,360.0,False,False,True,0,71
1700401651.292552,3101.5384615384614,-720.0,False,False,True,0,70
1700401651.4980721,1329.2307692307693,1080.0,True,False,True,0,71
1700401651.698236,5464.615384615385,-3600.0,False,False,True,0,70
1700401651.897114,4726.153846153846,-3240.0,False,False,True,0,69
1700401652.094676,-295.38461538461536,1440.0,False,False,True,0,68
1700401652.295368,-295.38461538461536,-3240.0,False,False,True,0,67
1700401652.503225,2067.6923076923076,-1080.0,False,False,True,0,66
1700401652.7002602,-2363.076923076923,2160.0,False,False,True,0,65
1700401652.894062,2658.4615384615386,-3960.0,False,False,True,0,64
1700401653.0993311,-1181.5384615384614,4320.0,False,False,True,0,63
1700401654.898093,1329.2307692307693,-1800.0,False,False,True,1,62
1700401660.8344052,-0.0,1800.0,False,False,True,1,61
1700401661.0360708,886.1538461538462,-720.0,True,False,True,1,62
1700401661.234716,4135.384615384615,-1800.0,False,False,True,1,61
1700401661.4356449,-1329.2307692307693,1080.0,True,False,True,1,62
1700401661.640192,-1920.0,360.0,True,False,True,1,63
1700401661.840746,1329.2307692307693,360.0,True,False,True,1,64
1700401662.039379,2363.076923076923,-2160.0,False,False,True,1,63
1700401662.235651,2510.769230769231,-2880.0,False,False,True,1,62
1700401662.4371588,-738.4615384615385,-1800.0,False,False,True,1,61
1700401662.640359,1624.6153846153845,2520.0,False,False,True,1,60
1700401662.8390322,295.38461538461536,3240.0,False,False,True,1,59
1700401663.032927,3249.230769230769,-1800.0,False,False,True,1,58
1700401663.237411,-2363.076923076923,-2160.0,False,False,True,1,57
1700401663.435065,1624.6153846153845,-0.0,True,False,True,1,58
1700401663.637635,3840.0,-3960.0,False,False,True,1,57
1700401663.8353522,1476.923076923077,-0.0,True,False,True,1,58
1700401664.0382972,2806.153846153846,720.0,False,False,True,1,57
1700401664.240608,1772.3076923076924,360.0,True,False,True,1,58
1700401664.4382029,-886.1538461538462,-2160.0,False,False,True,1,57
1700401664.637975,1181.5384615384614,360.0,True,False,True,1,58
1700401664.836483,147.69230769230768,-2160.0,False,False,True,1,57
1700401665.034693,443.0769230769231,-1800.0,False,False,True,1,56
1700401665.238689,-1329.2307692307693,-2160.0,False,False,True,1,55
1700401665.4378188,3987.6923076923076,-360.0,False,False,True,1,54
1700401665.6345139,-2363.076923076923,-720.0,False,False,True,1,53
1700401665.838207,1920.0,360.0,True,False,True,1,54
1700401666.0393522,2806.153846153846,-720.0,False,False,True,1,53
1700401666.2438898,1624.6153846153845,-360.0,True,False,True,1,54
1700401666.437732,2215.3846153846152,-360.0,False,False,True,1,53
1700401666.639893,1181.5384615384614,720.0,True,False,True,0,54
1700401666.838093,2510.769230769231,-1440.0,False,False,True,0,53
1700401667.041783,1920.0,-2880.0,False,False,True,0,52
1700401667.2418518,2363.076923076923,-2160.0,False,False,True,0,51
1700401667.43848,2806.153846153846,-3600.0,False,False,True,0,50
1700401667.634919,3692.3076923076924,-3240.0,False,False,True,0,49
1700401667.838679,2658.4615384615386,-3600.0,False,False,True,0,48
1700401668.038697,1920.0,-2880.0,False,False,True,0,47
1700401668.239404,886.1538461538462,-3960.0,False,False,True,0,46
1700401668.437808,1329.2307692307693,-3240.0,False,False,True,0,45
1700401668.635455,2806.153846153846,-3600.0,False,False,True,0,44
1700401668.811636,1772.3076923076924,1440.0,False,False,True,0,43
1700401669.0121632,738.4615384615385,360.0,True,False,True,0,44
1700401669.2061481,-0.0,-3600.0,False,False,True,0,43
1700401669.40308,-1476.923076923077,-2880.0,False,False,True,0,42
1700401669.6106398,-443.0769230769231,-1080.0,True,False,True,0,43
1700401669.803414,-1920.0,-3240.0,False,False,True,0,42
1700401670.00688,-1772.3076923076924,-360.0,True,False,True,0,43
1700401670.207912,-1476.923076923077,720.0,True,False,True,0,44
1700401670.3776572,-1181.5384615384614,-1080.0,True,False,True,0,45
1700401670.5781388,1329.2307692307693,1440.0,False,False,True,0,44
1700401670.771595,886.1538461538462,1080.0,True,False,True,0,45
1700401670.9453151,-590.7692307692307,-360.0,True,False,True,0,46
1700401671.142445,-295.38461538461536,-720.0,True,False,True,0,47
1700401671.348324,295.38461538461536,-1440.0,False,False,True,0,46
1700401671.5403662,3249.230769230769,360.0,False,False,True,0,45
1700401671.7433522,2215.3846153846152,-1440.0,False,False,True,0,44
1700401671.945311,-443.0769230769231,-1080.0,True,False,True,0,45
1700401672.1419399,2953.846153846154,720.0,False,False,True,0,44
1700401672.311656,1181.5384615384614,-2160.0,False,False,True,0,43
1700401672.50757,738.4615384615385,-2160.0,False,False,True,0,42
1700401672.7149818,443.0769230769231,-1440.0,False,False,True,0,41
1700401672.907257,1476.923076923077,-360.0,True,False,True,0,42
1700401673.110686,443.0769230769231,-360.0,True,False,True,0,43
1700401673.310487,-0.0,-720.0,True,False,True,0,44
1700401673.5110662,-443.0769230769231,-0.0,True,False,True,0,45
1700401673.705228,-295.38461538461536,-360.0,True,False,True,0,46
1700401673.9068701,295.38461538461536,1800.0,False,False,True,0,45
1700401674.108961,1181.5384615384614,-360.0,True,False,True,0,46
1700401674.311218,1624.6153846153845,360.0,True,False,True,0,47
1700401674.507613,1772.3076923076924,2160.0,False,False,True,0,46
1700401674.7061892,2510.769230769231,720.0,False,False,True,0,45
1700401674.908284,2215.3846153846152,-0.0,False,False,True,0,44
1700401675.080514,1772.3076923076924,1800.0,False,False,True,0,43
1700401675.27726,1181.5384615384614,-360.0,True,False,True,0,44
1700401675.471842,1033.8461538461538,-360.0,True,False,True,0,45
1700401675.674378,4430.7692307692305,-1800.0,False,False,True,0,44
1700401675.845578,1772.3076923076924,-4320.0,False,False,True,0,43
1700401676.04423,-1181.5384615384614,-2520.0,False,False,True,0,42
1700401676.243859,1772.3076923076924,-3960.0,False,False,True,0,41
1700401676.443885,2806.153846153846,-720.0,False,False,True,0,40
1700401676.638974,886.1538461538462,-2520.0,False,False,True,0,39
1700401676.8416378,-1033.8461538461538,-2880.0,False,False,True,0,38
1700401677.04431,147.69230769230768,-1440.0,False,False,True,0,37
1700401677.246119,-147.69230769230768,-1800.0,False,False,True,0,36
1700401677.417376,590.7692307692307,-2160.0,False,False,True,0,35
1700401677.613249,-443.0769230769231,-3240.0,False,False,True,0,34
1700401677.811734,-1329.2307692307693,-1800.0,False,False,True,0,33
1700401678.01295,-443.0769230769231,-1440.0,False,False,True,0,32
1700401678.214562,1920.0,-720.0,True,False,True,0,33
1700401678.407315,1920.0,-1440.0,False,False,True,0,32
1700401678.608918,147.69230769230768,-2520.0,False,False,True,0,31
1700401678.811286,-590.7692307692307,-2160.0,False,False,True,0,30
1700401679.0134568,886.1538461538462,-0.0,True,False,True,0,31
1700401679.2090209,2510.769230769231,1800.0,False,False,True,0,30
1700401679.4104111,2215.3846153846152,1800.0,False,False,True,0,29
1700401679.584378,2067.6923076923076,1440.0,False,False,True,0,28
1700401679.777289,2953.846153846154,-0.0,False,False,True,0,27
1700401679.95173,3840.0,1440.0,False,False,True,0,26
1700401680.1457222,2953.846153846154,1800.0,False,False,True,0,25
1700401680.3193002,3396.923076923077,1080.0,False,False,True,0,24
1700401680.515271,2067.6923076923076,720.0,False,False,True,0,23
1700401680.719397,2363.076923076923,1080.0,False,False,True,0,22
1700401680.920565,1329.2307692307693,-0.0,True,False,True,0,23
1700401681.110592,1772.3076923076924,720.0,True,False,True,0,24
1700401681.310817,-0.0,-360.0,True,False,True,0,25
1700401681.5148642,1329.2307692307693,-360.0,True,False,True,0,26
1700401681.712171,3840.0,2520.0,False,False,True,0,25
1700401681.909683,1181.5384615384614,-360.0,True,False,True,0,26
1700401682.1082501,1772.3076923076924,-360.0,True,False,True,0,27
1700401682.311452,1033.8461538461538,-4320.0,False,False,True,0,26
1700401682.514703,2510.769230769231,-2520.0,False,False,True,0,25
1700401682.721929,2363.076923076923,-3600.0,False,False,True,0,24
1700401682.916266,-590.7692307692307,-2520.0,False,False,True,0,23
1700401683.112911,3101.5384615384614,-2880.0,False,False,True,0,22
1700401683.3124568,1772.3076923076924,-1080.0,True,False,True,0,23
1700401683.510923,-3840.0,-1080.0,False,False,True,0,22
1700401683.714064,-2658.4615384615386,-3600.0,False,False,True,0,21
1700401683.916233,-1772.3076923076924,-3600.0,False,False,True,0,20
1700401684.117104,-1476.923076923077,-2520.0,False,False,True,0,19
1700401684.312335,-1624.6153846153845,-1440.0,False,False,True,0,18
